Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,City,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
IN-2020-103322,2019-05-22,2019-05-28,CUST-0452,Customer 0452,Corporate,India,Surat,West,Tec-Pho-370,Technology,Phones,Phones Item 19,71237.23,8,0.1,11872.87
IN-2022-103028,2019-05-22,2019-05-26,CUST-0017,Customer 0017,Consumer,India,Hyderabad,South,Fur-Tab-917,Furniture,Tables,Tables Item 32,18636.97,4,0.0,931.85
IN-2020-104316,2019-05-22,2019-05-27,CUST-0374,Customer 0374,Consumer,India,Hyderabad,South,Tec-Pho-545,Technology,Phones,Phones Item 21,78912.88,5,0.0,19728.22
IN-2019-104762,2019-05-23,2019-05-27,CUST-0235,Customer 0235,Corporate,India,Chennai,South,Fur-Tab-570,Furniture,Tables,Tables Item 10,44628.08,6,0.0,2231.4
IN-2020-102852,2019-05-23,2019-05-25,CUST-0215,Customer 0215,Consumer,India,Hyderabad,South,Off-Pap-232,Office Supplies,Paper,Paper Item 30,28969.46,10,0.0,4345.42
IN-2021-104415,2019-05-23,2019-05-30,CUST-0454,Customer 0454,Home Office,India,Ahmedabad,West,Tec-Pho-764,Technology,Phones,Phones Item 32,68064.85,5,0.0,17016.21
IN-2020-103355,2019-05-23,2019-05-28,CUST-0377,Customer 0377,Corporate,India,Bangalore,South,Tec-Mac-932,Technology,Machines,Machines Item 21,28709.46,2,0.0,7177.36
IN-2022-103273,2019-05-23,2019-05-28,CUST-0490,Customer 0490,Consumer,India,Hyderabad,South,Off-Bin-274,Office Supplies,Binders,Binders Item 42,9784.18,6,0.1,543.57
IN-2019-102075,2019-05-24,2019-05-27,CUST-0265,Customer 0265,Corporate,India,Chandigarh,North,Tec-Cop-785,Technology,Copiers,Copiers Item 24,145835.17,10,0.0,36458.79
IN-2021-104987,2019-05-24,2019-05-28,CUST-0187,Customer 0187,Corporate,India,Delhi,North,Tec-Cop-168,Technology,Copiers,Copiers Item 44,59596.04,3,0.0,14899.01
IN-2019-104070,2019-05-24,2019-05-29,CUST-0184,Customer 0184,Consumer,India,Jaipur,North,Off-Pap-475,Office Supplies,Paper,Paper Item 10,14547.78,10,0.2,-909.24
IN-2020-104213,2019-05-24,2019-05-27,CUST-0116,Customer 0116,Corporate,India,Lucknow,North,Off-Sto-870,Office Supplies,Storage,Storage Item 21,11928.92,5,0.1,662.72
IN-2019-102052,2019-05-25,2019-05-27,CUST-0328,Customer 0328,Consumer,India,Chennai,South,Tec-Pho-922,Technology,Phones,Phones Item 30,103427.39,8,0.1,17237.9
IN-2020-104712,2019-05-25,2019-05-30,CUST-0148,Customer 0148,Home Office,India,Kochi,South,Off-Pap-695,Office Supplies,Paper,Paper Item 41,9138.86,6,0.2,-571.18
IN-2019-101169,2019-05-25,2019-05-29,CUST-0294,Customer 0294,Home Office,India,Bangalore,South,Tec-Pho-666,Technology,Phones,Phones Item 39,76839.22,8,0.0,19209.81
IN-2021-101430,2019-05-25,2019-06-01,CUST-0042,Customer 0042,Consumer,India,Hyderabad,South,Off-Art-587,Office Supplies,Art,Art Item 43,6962.0,7,0.1,386.78
IN-2019-101897,2019-05-26,2019-06-02,CUST-0283,Customer 0283,Consumer,India,Hyderabad,South,Off-Pap-679,Office Supplies,Paper,Paper Item 23,2746.01,1,0.2,-171.63
IN-2019-103070,2019-05-26,2019-05-29,CUST-0451,Customer 0451,Home Office,India,Mumbai,West,Off-Sto-402,Office Supplies,Storage,Storage Item 18,23263.11,7,0.0,3489.47
IN-2022-101951,2019-05-26,2019-05-28,CUST-0350,Customer 0350,Corporate,India,Chennai,South,Fur-Cha-249,Furniture,Chairs,Chairs Item 41,32144.34,10,0.0,1607.22
IN-2020-101716,2019-05-26,2019-05-30,CUST-0233,Customer 0233,Consumer,India,Kochi,South,Tec-Acc-170,Technology,Accessories,Accessories Item 2,21019.19,4,0.2,1313.7
IN-2020-104629,2019-05-26,2019-06-02,CUST-0062,Customer 0062,Home Office,India,Bhubaneswar,East,Off-Bin-285,Office Supplies,Binders,Binders Item 50,48839.26,10,0.0,7325.89
IN-2021-103771,2019-05-26,2019-06-01,CUST-0407,Customer 0407,Home Office,India,Kochi,South,Off-Bin-328,Office Supplies,Binders,Binders Item 34,25341.79,6,0.0,3801.27
IN-2021-104955,2019-05-26,2019-06-01,CUST-0411,Customer 0411,Corporate,India,Kolkata,East,Tec-Cop-340,Technology,Copiers,Copiers Item 6,16063.06,4,0.5,-8031.53
IN-2020-100878,2019-05-27,2019-05-29,CUST-0285,Customer 0285,Consumer,India,Pune,West,Fur-Boo-256,Furniture,Bookcases,Bookcases Item 7,59651.52,9,0.1,-3313.97
IN-2021-104782,2019-05-27,2019-06-01,CUST-0077,Customer 0077,Home Office,India,Surat,West,Tec-Acc-552,Technology,Accessories,Accessories Item 41,72990.85,5,0.2,4561.93
IN-2019-104886,2019-05-28,2019-06-03,CUST-0109,Customer 0109,Corporate,India,Lucknow,North,Off-Art-138,Office Supplies,Art,Art Item 1,49569.84,10,0.0,7435.48
IN-2020-102871,2019-05-28,2019-06-01,CUST-0080,Customer 0080,Corporate,India,Jaipur,North,Off-Bin-882,Office Supplies,Binders,Binders Item 18,19365.5,5,0.1,1075.86
IN-2020-103124,2019-05-28,2019-06-02,CUST-0181,Customer 0181,Consumer,India,Kochi,South,Off-Bin-226,Office Supplies,Binders,Binders Item 27,2957.49,1,0.0,443.62
IN-2022-100954,2019-06-02,2019-06-03,CUST-0193,Customer 0193,Home Office,India,Lucknow,North,Fur-Fur-744,Furniture,Furnishings,Furnishings Item 39,11120.59,2,0.1,-617.81
IN-2020-102692,2019-06-02,2019-06-07,CUST-0073,Customer 0073,Home Office,India,Chennai,South,Off-Pap-969,Office Supplies,Paper,Paper Item 34,6704.32,9,0.1,372.46
IN-2019-102779,2019-06-02,2019-06-09,CUST-0165,Customer 0165,Consumer,India,Ahmedabad,West,Off-Bin-830,Office Supplies,Binders,Binders Item 4,4658.63,4,0.0,698.79
IN-2021-104745,2019-06-02,2019-06-05,CUST-0357,Customer 0357,Consumer,India,Guwahati,East,Fur-Boo-901,Furniture,Bookcases,Bookcases Item 37,33049.09,8,0.0,1652.45
IN-2022-104339,2019-06-02,2019-06-09,CUST-0464,Customer 0464,Corporate,India,Kochi,South,Tec-Cop-544,Technology,Copiers,Copiers Item 32,29972.51,5,0.0,7493.13
IN-2020-104333,2019-06-03,2019-06-08,CUST-0385,Customer 0385,Corporate,India,Pune,West,Fur-Tab-222,Furniture,Tables,Tables Item 36,79392.7,6,0.1,-4410.71
IN-2020-100571,2019-06-03,2019-06-05,CUST-0364,Customer 0364,Corporate,India,Kochi,South,Off-Bin-765,Office Supplies,Binders,Binders Item 9,3762.03,2,0.0,564.3
IN-2021-100314,2019-06-03,2019-06-10,CUST-0154,Customer 0154,Corporate,India,Kochi,South,Fur-Boo-963,Furniture,Bookcases,Bookcases Item 36,7498.19,2,0.0,374.91
IN-2019-103554,2019-06-03,2019-06-10,CUST-0249,Customer 0249,Corporate,India,Chennai,South,Off-Pap-159,Office Supplies,Paper,Paper Item 27,596.38,1,0.0,89.46
IN-2022-103113,2019-06-03,2019-06-07,CUST-0175,Customer 0175,Home Office,India,Bangalore,South,Off-Sto-238,Office Supplies,Storage,Storage Item 43,18197.6,6,0.0,2729.64
IN-2021-103129,2019-06-04,2019-06-10,CUST-0062,Customer 0062,Consumer,India,Patna,East,Tec-Cop-914,Technology,Copiers,Copiers Item 16,140580.32,9,0.1,23430.05
IN-2021-102665,2019-06-04,2019-06-08,CUST-0438,Customer 0438,Consumer,India,Pune,West,Fur-Tab-962,Furniture,Tables,Tables Item 23,36769.96,9,0.5,-33092.96
IN-2019-103160,2019-06-04,2019-06-06,CUST-0455,Customer 0455,Home Office,India,Chandigarh,North,Tec-Cop-163,Technology,Copiers,Copiers Item 29,87843.63,5,0.0,21960.91
IN-2021-104649,2019-06-05,2019-06-08,CUST-0274,Customer 0274,Home Office,India,Ahmedabad,West,Off-Art-444,Office Supplies,Art,Art Item 26,36155.82,9,0.0,5423.37
IN-2019-104139,2019-06-06,2019-06-10,CUST-0156,Customer 0156,Corporate,India,Chandigarh,North,Fur-Fur-522,Furniture,Furnishings,Furnishings Item 44,12998.13,5,0.0,649.91
IN-2021-102246,2019-06-06,2019-06-08,CUST-0339,Customer 0339,Home Office,India,Lucknow,North,Tec-Pho-960,Technology,Phones,Phones Item 28,65338.55,7,0.2,4083.66
IN-2019-101144,2019-06-06,2019-06-08,CUST-0163,Customer 0163,Home Office,India,Lucknow,North,Off-Bin-876,Office Supplies,Binders,Binders Item 35,18255.32,5,0.0,2738.3
IN-2022-102746,2019-06-07,2019-06-08,CUST-0187,Customer 0187,Home Office,India,Patna,East,Tec-Mac-139,Technology,Machines,Machines Item 25,36619.02,7,0.0,9154.75
IN-2022-101650,2019-06-07,2019-06-11,CUST-0279,Customer 0279,Consumer,India,Patna,East,Fur-Boo-383,Furniture,Bookcases,Bookcases Item 12,27979.11,2,0.0,1398.96
IN-2022-104372,2019-06-08,2019-06-12,CUST-0028,Customer 0028,Consumer,India,Surat,West,Tec-Cop-987,Technology,Copiers,Copiers Item 35,13382.44,1,0.0,3345.61
IN-2019-101982,2019-06-08,2019-06-09,CUST-0220,Customer 0220,Consumer,India,Chandigarh,North,Fur-Cha-511,Furniture,Chairs,Chairs Item 36,51271.83,10,0.2,-9613.47
IN-2021-103923,2019-06-08,2019-06-13,CUST-0101,Customer 0101,Consumer,India,Jaipur,North,Off-Art-216,Office Supplies,Art,Art Item 10,22075.1,7,0.1,1226.39
IN-2019-100829,2019-06-09,2019-06-13,CUST-0335,Customer 0335,Consumer,India,Bangalore,South,Fur-Fur-245,Furniture,Furnishings,Furnishings Item 17,108285.64,8,0.0,5414.28
IN-2022-104620,2019-06-09,2019-06-15,CUST-0468,Customer 0468,Consumer,India,Bhubaneswar,East,Off-Bin-132,Office Supplies,Binders,Binders Item 29,3265.39,2,0.0,489.81
IN-2022-102622,2019-06-10,2019-06-11,CUST-0149,Customer 0149,Home Office,India,Jaipur,North,Fur-Fur-639,Furniture,Furnishings,Furnishings Item 29,18977.38,5,0.0,948.87
IN-2022-103715,2019-06-10,2019-06-17,CUST-0223,Customer 0223,Consumer,India,Mumbai,West,Fur-Cha-645,Furniture,Chairs,Chairs Item 33,84934.06,9,0.1,-4718.56
IN-2019-100379,2019-06-10,2019-06-13,CUST-0272,Customer 0272,Home Office,India,Pune,West,Tec-Acc-883,Technology,Accessories,Accessories Item 7,130315.42,10,0.2,8144.71
IN-2022-104544,2019-06-10,2019-06-15,CUST-0301,Customer 0301,Consumer,India,Delhi,North,Off-Bin-113,Office Supplies,Binders,Binders Item 34,10176.76,8,0.1,565.38
IN-2021-101508,2019-06-11,2019-06-12,CUST-0474,Customer 0474,Consumer,India,Ahmedabad,West,Fur-Boo-211,Furniture,Bookcases,Bookcases Item 50,64180.68,7,0.0,3209.03
IN-2019-103311,2019-06-11,2019-06-17,CUST-0482,Customer 0482,Corporate,India,Bhubaneswar,East,Fur-Cha-761,Furniture,Chairs,Chairs Item 13,76561.26,8,0.0,3828.06
IN-2021-100662,2019-06-12,2019-06-18,CUST-0204,Customer 0204,Home Office,India,Jaipur,North,Off-Bin-803,Office Supplies,Binders,Binders Item 16,4014.06,1,0.1,223.0
IN-2019-104398,2019-06-12,2019-06-13,CUST-0073,Customer 0073,Consumer,India,Guwahati,East,Off-Art-188,Office Supplies,Art,Art Item 37,5250.53,5,0.5,-3675.37
IN-2019-101889,2019-06-12,2019-06-15,CUST-0062,Customer 0062,Home Office,India,Chandigarh,North,Tec-Cop-645,Technology,Copiers,Copiers Item 29,25049.99,2,0.0,6262.5
IN-2019-103960,2019-06-12,2019-06-16,CUST-0239,Customer 0239,Corporate,India,Mumbai,West,Tec-Cop-807,Technology,Copiers,Copiers Item 38,61052.68,5,0.1,10175.45
IN-2022-102824,2019-06-12,2019-06-18,CUST-0236,Customer 0236,Home Office,India,Kolkata,East,Off-Pap-444,Office Supplies,Paper,Paper Item 6,43882.82,9,0.0,6582.42
IN-2022-103254,2019-06-13,2019-06-18,CUST-0168,Customer 0168,Consumer,India,Bangalore,South,Tec-Mac-941,Technology,Machines,Machines Item 37,46394.76,3,0.2,2899.67
IN-2020-101219,2019-06-13,2019-06-14,CUST-0068,Customer 0068,Consumer,India,Delhi,North,Off-Sto-274,Office Supplies,Storage,Storage Item 28,28716.78,9,0.1,1595.38
IN-2021-100220,2019-06-14,2019-06-20,CUST-0373,Customer 0373,Consumer,India,Kochi,South,Fur-Cha-111,Furniture,Chairs,Chairs Item 42,24302.27,3,0.0,1215.11
IN-2021-101527,2019-06-14,2019-06-20,CUST-0253,Customer 0253,Consumer,India,Bangalore,South,Tec-Mac-838,Technology,Machines,Machines Item 40,117880.14,10,0.1,19646.69
IN-2021-100087,2019-06-14,2019-06-15,CUST-0203,Customer 0203,Home Office,India,Kochi,South,Fur-Fur-329,Furniture,Furnishings,Furnishings Item 2,69710.18,6,0.1,-3872.79
IN-2020-102192,2019-06-14,2019-06-18,CUST-0267,Customer 0267,Home Office,India,Lucknow,North,Tec-Cop-212,Technology,Copiers,Copiers Item 45,50266.01,6,0.2,3141.63
IN-2021-103896,2019-06-15,2019-06-18,CUST-0277,Customer 0277,Corporate,India,Kolkata,East,Tec-Cop-648,Technology,Copiers,Copiers Item 11,62934.12,7,0.0,15733.53
IN-2019-104093,2019-06-15,2019-06-16,CUST-0222,Customer 0222,Consumer,India,Chennai,South,Off-Art-545,Office Supplies,Art,Art Item 44,20934.95,6,0.0,3140.24
IN-2019-102017,2019-06-15,2019-06-21,CUST-0314,Customer 0314,Consumer,India,Surat,West,Tec-Acc-679,Technology,Accessories,Accessories Item 4,45991.12,6,0.0,11497.78
IN-2019-101140,2019-06-15,2019-06-22,CUST-0219,Customer 0219,Consumer,India,Ahmedabad,West,Off-Art-866,Office Supplies,Art,Art Item 4,899.15,3,0.2,-56.2
IN-2022-100157,2019-06-15,2019-06-22,CUST-0061,Customer 0061,Consumer,India,Hyderabad,South,Tec-Cop-269,Technology,Copiers,Copiers Item 40,45286.4,3,0.1,7547.73
IN-2022-100900,2019-06-16,2019-06-19,CUST-0379,Customer 0379,Corporate,India,Bangalore,South,Off-Pap-289,Office Supplies,Paper,Paper Item 46,4886.78,2,0.2,-305.42
IN-2021-102108,2019-06-16,2019-06-19,CUST-0189,Customer 0189,Consumer,India,Pune,West,Tec-Acc-288,Technology,Accessories,Accessories Item 33,16042.08,1,0.1,2673.68
IN-2022-102143,2019-06-17,2019-06-20,CUST-0257,Customer 0257,Corporate,India,Lucknow,North,Off-Bin-557,Office Supplies,Binders,Binders Item 4,8053.93,4,0.1,447.44
IN-2021-101232,2019-06-18,2019-06-19,CUST-0352,Customer 0352,Corporate,India,Pune,West,Tec-Mac-454,Technology,Machines,Machines Item 37,7442.38,1,0.2,465.15
IN-2019-104625,2019-06-18,2019-06-23,CUST-0452,Customer 0452,Home Office,India,Ahmedabad,West,Fur-Tab-507,Furniture,Tables,Tables Item 43,47606.58,5,0.0,2380.33
IN-2020-102710,2019-06-18,2019-06-21,CUST-0097,Customer 0097,Consumer,India,Surat,West,Tec-Mac-266,Technology,Machines,Machines Item 47,37155.64,2,0.0,9288.91
IN-2022-101846,2019-06-18,2019-06-19,CUST-0036,Customer 0036,Consumer,India,Hyderabad,South,Fur-Tab-381,Furniture,Tables,Tables Item 34,22273.26,5,0.0,1113.66
IN-2020-101284,2019-06-19,2019-06-21,CUST-0377,Customer 0377,Consumer,India,Kochi,South,Off-Sto-541,Office Supplies,Storage,Storage Item 32,7867.66,7,0.0,1180.15
IN-2019-103186,2019-06-20,2019-06-21,CUST-0385,Customer 0385,Consumer,India,Chennai,South,Tec-Cop-127,Technology,Copiers,Copiers Item 31,37216.34,4,0.0,9304.08
IN-2022-102031,2019-06-20,2019-06-27,CUST-0422,Customer 0422,Corporate,India,Guwahati,East,Off-Art-266,Office Supplies,Art,Art Item 24,32831.56,10,0.2,-2051.97
IN-2019-101558,2019-06-21,2019-06-26,CUST-0220,Customer 0220,Home Office,India,Ahmedabad,West,Tec-Cop-238,Technology,Copiers,Copiers Item 41,84239.98,5,0.1,14040.0
IN-2022-102984,2019-06-21,2019-06-25,CUST-0429,Customer 0429,Consumer,India,Hyderabad,South,Fur-Fur-264,Furniture,Furnishings,Furnishings Item 36,14543.45,2,0.2,-2726.9
IN-2019-104779,2019-06-21,2019-06-26,CUST-0103,Customer 0103,Corporate,India,Pune,West,Tec-Mac-607,Technology,Machines,Machines Item 48,56121.71,4,0.1,9353.62
IN-2022-101042,2019-06-21,2019-06-26,CUST-0032,Customer 0032,Consumer,India,Patna,East,Fur-Cha-361,Furniture,Chairs,Chairs Item 22,39661.8,4,0.0,1983.09
IN-2019-102561,2019-06-22,2019-06-27,CUST-0197,Customer 0197,Home Office,India,Chennai,South,Fur-Fur-272,Furniture,Furnishings,Furnishings Item 36,86144.8,9,0.0,4307.24
IN-2020-100061,2019-06-22,2019-06-24,CUST-0242,Customer 0242,Consumer,India,Guwahati,East,Tec-Acc-763,Technology,Accessories,Accessories Item 5,149126.52,8,0.0,37281.63
IN-2021-104865,2019-06-22,2019-06-26,CUST-0414,Customer 0414,Corporate,India,Hyderabad,South,Fur-Fur-220,Furniture,Furnishings,Furnishings Item 3,57721.11,9,0.0,2886.06
IN-2021-102757,2019-06-22,2019-06-24,CUST-0196,Customer 0196,Home Office,India,Surat,West,Fur-Boo-700,Furniture,Bookcases,Bookcases Item 28,26122.25,2,0.0,1306.11
IN-2022-103643,2019-06-23,2019-06-26,CUST-0315,Customer 0315,Corporate,India,Surat,West,Off-Bin-774,Office Supplies,Binders,Binders Item 7,5522.41,7,0.0,828.36
IN-2021-102610,2019-06-23,2019-06-25,CUST-0209,Customer 0209,Home Office,India,Kolkata,East,Off-Pap-891,Office Supplies,Paper,Paper Item 31,12550.61,5,0.1,697.26
IN-2020-103128,2019-06-23,2019-06-29,CUST-0072,Customer 0072,Home Office,India,Kolkata,East,Off-Art-250,Office Supplies,Art,Art Item 13,3706.28,1,0.0,555.94
IN-2021-100502,2019-06-23,2019-06-29,CUST-0331,Customer 0331,Consumer,India,Kochi,South,Tec-Acc-360,Technology,Accessories,Accessories Item 16,136751.27,10,0.0,34187.82
IN-2019-100253,2019-06-23,2019-06-28,CUST-0220,Customer 0220,Consumer,India,Surat,West,Off-Pap-703,Office Supplies,Paper,Paper Item 48,24379.92,10,0.0,3656.99
IN-2022-103223,2019-06-24,2019-07-01,CUST-0211,Customer 0211,Home Office,India,Chandigarh,North,Off-Art-957,Office Supplies,Art,Art Item 15,14843.84,10,0.0,2226.58
IN-2020-100071,2019-06-25,2019-06-28,CUST-0294,Customer 0294,Consumer,India,Mumbai,West,Tec-Mac-129,Technology,Machines,Machines Item 12,77702.41,5,0.0,19425.6
IN-2021-103760,2019-06-25,2019-06-27,CUST-0385,Customer 0385,Consumer,India,Bhubaneswar,East,Tec-Acc-578,Technology,Accessories,Accessories Item 27,36205.73,4,0.0,9051.43
IN-2019-104051,2019-06-25,2019-07-02,CUST-0295,Customer 0295,Corporate,India,Bangalore,South,Tec-Pho-251,Technology,Phones,Phones Item 41,127597.08,10,0.0,31899.27
IN-2021-100228,2019-06-25,2019-06-28,CUST-0288,Customer 0288,Corporate,India,Patna,East,Tec-Mac-998,Technology,Machines,Machines Item 28,11556.86,1,0.1,1926.14
IN-2022-101124,2019-06-25,2019-06-28,CUST-0249,Customer 0249,Corporate,India,Hyderabad,South,Tec-Cop-918,Technology,Copiers,Copiers Item 19,20413.26,8,0.5,-10206.63
IN-2020-102653,2019-06-26,2019-07-01,CUST-0283,Customer 0283,Consumer,India,Mumbai,West,Off-Pap-778,Office Supplies,Paper,Paper Item 9,2968.56,1,0.0,445.28
IN-2019-103471,2019-06-26,2019-07-01,CUST-0076,Customer 0076,Consumer,India,Kolkata,East,Off-Sto-338,Office Supplies,Storage,Storage Item 30,4200.74,2,0.2,-262.55
IN-2020-103581,2019-06-26,2019-07-01,CUST-0184,Customer 0184,Corporate,India,Chennai,South,Tec-Acc-310,Technology,Accessories,Accessories Item 17,25297.81,5,0.1,4216.3
IN-2019-102625,2019-06-26,2019-06-27,CUST-0146,Customer 0146,Consumer,India,Kochi,South,Off-Bin-488,Office Supplies,Binders,Binders Item 32,34966.81,10,0.0,5245.02
IN-2021-103286,2019-06-26,2019-07-01,CUST-0319,Customer 0319,Home Office,India,Chennai,South,Fur-Cha-170,Furniture,Chairs,Chairs Item 21,23944.56,3,0.2,-4489.6
IN-2021-102269,2019-06-26,2019-07-03,CUST-0329,Customer 0329,Home Office,India,Chennai,South,Off-Bin-746,Office Supplies,Binders,Binders Item 21,10371.09,5,0.2,-648.19
IN-2019-103415,2019-06-27,2019-06-29,CUST-0364,Customer 0364,Home Office,India,Ahmedabad,West,Off-Pap-353,Office Supplies,Paper,Paper Item 45,2473.1,3,0.2,-154.57
IN-2019-101832,2019-06-27,2019-07-03,CUST-0254,Customer 0254,Corporate,India,Chennai,South,Off-Bin-255,Office Supplies,Binders,Binders Item 15,2247.88,2,0.0,337.18
IN-2022-104230,2019-06-28,2019-07-02,CUST-0016,Customer 0016,Home Office,India,Bangalore,South,Off-Pap-154,Office Supplies,Paper,Paper Item 34,6868.78,2,0.0,1030.32
IN-2019-100160,2019-06-28,2019-07-05,CUST-0434,Customer 0434,Home Office,India,Jaipur,North,Tec-Mac-970,Technology,Machines,Machines Item 5,98691.64,9,0.0,24672.91
IN-2021-101861,2019-06-28,2019-07-02,CUST-0409,Customer 0409,Corporate,India,Ahmedabad,West,Off-Bin-424,Office Supplies,Binders,Binders Item 29,10251.63,3,0.0,1537.74
IN-2020-102952,2019-06-28,2019-07-02,CUST-0117,Customer 0117,Consumer,India,Mumbai,West,Fur-Cha-648,Furniture,Chairs,Chairs Item 11,59081.09,4,0.0,2954.05
IN-2019-104320,2019-06-28,2019-07-01,CUST-0069,Customer 0069,Corporate,India,Mumbai,West,Off-Pap-248,Office Supplies,Paper,Paper Item 11,8906.87,2,0.1,494.83
IN-2020-101205,2019-06-28,2019-07-04,CUST-0122,Customer 0122,Corporate,India,Patna,East,Fur-Boo-226,Furniture,Bookcases,Bookcases Item 30,9106.19,5,0.2,-1707.41
IN-2022-104185,2019-07-01,2019-07-02,CUST-0474,Customer 0474,Corporate,India,Delhi,North,Off-Bin-624,Office Supplies,Binders,Binders Item 44,8243.04,6,0.1,457.95
IN-2020-101774,2019-07-01,2019-07-06,CUST-0092,Customer 0092,Home Office,India,Pune,West,Off-Bin-838,Office Supplies,Binders,Binders Item 43,13958.23,3,0.0,2093.73
IN-2019-101656,2019-07-01,2019-07-05,CUST-0144,Customer 0144,Consumer,India,Kochi,South,Tec-Acc-962,Technology,Accessories,Accessories Item 6,131236.51,8,0.0,32809.13
IN-2020-100625,2019-07-02,2019-07-03,CUST-0437,Customer 0437,Home Office,India,Delhi,North,Tec-Pho-611,Technology,Phones,Phones Item 44,63071.3,8,0.2,3941.96
IN-2019-101049,2019-07-02,2019-07-03,CUST-0261,Customer 0261,Home Office,India,Patna,East,Tec-Cop-224,Technology,Copiers,Copiers Item 1,50658.79,9,0.1,8443.13
IN-2022-103882,2019-07-02,2019-07-09,CUST-0267,Customer 0267,Corporate,India,Kochi,South,Off-Pap-162,Office Supplies,Paper,Paper Item 48,8747.15,8,0.2,-546.7
IN-2020-101841,2019-07-03,2019-07-07,CUST-0276,Customer 0276,Corporate,India,Lucknow,North,Off-Sto-980,Office Supplies,Storage,Storage Item 13,5766.34,7,0.1,320.35
IN-2019-100855,2019-07-03,2019-07-05,CUST-0416,Customer 0416,Corporate,India,Surat,West,Tec-Mac-623,Technology,Machines,Machines Item 37,27957.47,7,0.5,-13978.74
IN-2021-101341,2019-07-04,2019-07-07,CUST-0276,Customer 0276,Corporate,India,Kolkata,East,Off-Art-919,Office Supplies,Art,Art Item 26,12042.39,4,0.0,1806.36
IN-2022-104077,2019-07-04,2019-07-11,CUST-0135,Customer 0135,Consumer,India,Surat,West,Off-Pap-445,Office Supplies,Paper,Paper Item 33,4044.33,3,0.0,606.65
IN-2022-102819,2019-07-04,2019-07-05,CUST-0454,Customer 0454,Corporate,India,Bhubaneswar,East,Fur-Fur-868,Furniture,Furnishings,Furnishings Item 46,11742.94,1,0.0,587.15
IN-2020-104094,2019-07-04,2019-07-06,CUST-0430,Customer 0430,Consumer,India,Lucknow,North,Off-Pap-802,Office Supplies,Paper,Paper Item 21,20124.29,6,0.0,3018.64
IN-2020-101659,2019-07-04,2019-07-05,CUST-0027,Customer 0027,Corporate,India,Surat,West,Off-Pap-560,Office Supplies,Paper,Paper Item 24,8864.8,5,0.0,1329.72
IN-2022-103977,2019-07-04,2019-07-09,CUST-0191,Customer 0191,Corporate,India,Delhi,North,Fur-Cha-967,Furniture,Chairs,Chairs Item 37,38889.61,3,0.0,1944.48
IN-2020-104453,2019-07-04,2019-07-11,CUST-0425,Customer 0425,Corporate,India,Bangalore,South,Tec-Cop-708,Technology,Copiers,Copiers Item 26,53429.43,6,0.0,13357.36
IN-2019-101887,2019-07-04,2019-07-11,CUST-0115,Customer 0115,Home Office,India,Bangalore,South,Fur-Tab-700,Furniture,Tables,Tables Item 22,55952.37,8,0.2,-10491.07
IN-2021-100072,2019-07-05,2019-07-11,CUST-0325,Customer 0325,Consumer,India,Chandigarh,North,Off-Bin-564,Office Supplies,Binders,Binders Item 22,10547.53,3,0.1,585.97
IN-2022-101316,2019-07-06,2019-07-13,CUST-0242,Customer 0242,Corporate,India,Bangalore,South,Tec-Pho-643,Technology,Phones,Phones Item 9,7741.46,1,0.1,1290.24
IN-2020-100030,2019-07-07,2019-07-14,CUST-0216,Customer 0216,Corporate,India,Mumbai,West,Tec-Cop-588,Technology,Copiers,Copiers Item 1,45500.11,6,0.2,2843.76
IN-2022-102706,2019-07-07,2019-07-12,CUST-0331,Customer 0331,Corporate,India,Ahmedabad,West,Tec-Mac-433,Technology,Machines,Machines Item 37,33538.41,5,0.1,5589.74
IN-2020-103040,2019-07-07,2019-07-12,CUST-0078,Customer 0078,Home Office,India,Mumbai,West,Off-Sto-162,Office Supplies,Storage,Storage Item 4,11455.39,3,0.1,636.41
IN-2020-102230,2019-07-08,2019-07-14,CUST-0154,Customer 0154,Home Office,India,Ahmedabad,West,Off-Art-804,Office Supplies,Art,Art Item 16,4667.86,4,0.1,259.33
IN-2019-104547,2019-07-08,2019-07-12,CUST-0060,Customer 0060,Home Office,India,Pune,West,Tec-Cop-648,Technology,Copiers,Copiers Item 11,51168.4,3,0.0,12792.1
IN-2021-103907,2019-07-09,2019-07-10,CUST-0471,Customer 0471,Home Office,India,Delhi,North,Off-Bin-213,Office Supplies,Binders,Binders Item 32,7788.96,2,0.2,-486.81
IN-2019-104488,2019-07-09,2019-07-11,CUST-0270,Customer 0270,Home Office,India,Chennai,South,Off-Bin-550,Office Supplies,Binders,Binders Item 45,9203.94,3,0.0,1380.59
IN-2021-104104,2019-07-09,2019-07-14,CUST-0056,Customer 0056,Home Office,India,Surat,West,Tec-Cop-121,Technology,Copiers,Copiers Item 22,109548.27,8,0.0,27387.07
IN-2020-101793,2019-07-09,2019-07-12,CUST-0302,Customer 0302,Home Office,India,Delhi,North,Fur-Fur-615,Furniture,Furnishings,Furnishings Item 26,7760.18,3,0.0,388.01
IN-2022-104806,2019-07-10,2019-07-15,CUST-0199,Customer 0199,Home Office,India,Mumbai,West,Tec-Pho-292,Technology,Phones,Phones Item 14,18308.45,1,0.0,4577.11
